Time(Iteration),GOBLinCoTheta,,
Time(Iteration),GOBLinCoTheta,,
Time(Iteration),GOBLinCoTheta,,
Time(Iteration),GOBLinCoTheta,,
0,0.789602918781,,
Time(Iteration),GOBLinCoTheta,,
Time(Iteration),GOBLinCoTheta,,
0,0.783134452121,,
0,0.716426822671,,
Time(Iteration),GOBLinCoTheta,,
Time(Iteration),GOBLinCoTheta,,
Time(Iteration),GOBLinCoTheta,,
0,0.745189356586,,
0,0.648718602029,,
0,0.640206943309,,
0,0.723770793666,,
0,0.674762587032,,
0,0.694143936847,,
10,0.280221891065,,
10,0.220232640595,,
10,0.251317324148,,
10,0.296068822763,,
10,0.244876118387,,
10,0.235319523243,,
10,0.272945833885,,
10,0.234415025464,,
10,0.23172260554,,
20,0.187286768494,,
20,0.223792446679,,
20,0.232230810084,,
20,0.212780538748,,
20,0.190520166864,,
20,0.198834782699,,
20,0.185974484659,,
20,0.241932632042,,
20,0.17692834364,,
30,0.181345712585,,
30,0.199984156524,,
30,0.203277507553,,
30,0.199991675356,,
30,0.162672558802,,
30,0.171125523172,,
30,0.187094967441,,
30,0.209003639028,,
30,0.170242251658,,
40,0.170957197035,,
40,0.188863817656,,
40,0.174625691492,,
40,0.179661801649,,
40,0.145909957262,,
40,0.155073328092,,
40,0.169024429039,,
40,0.157141971041,,
50,0.150315056429,,
40,0.191027549214,,
50,0.170788077118,,
50,0.160806979238,,
50,0.143655861553,,
50,0.166225948469,,
50,0.146387867747,,
50,0.148604475147,,
50,0.16756116264,,
50,0.163767924662,,
60,0.146166223434,,
60,0.162275350617,,
60,0.136348396216,,
60,0.148179042916,,
60,0.149682508468,,
60,0.133861626945,,
60,0.149409780673,,
60,0.152927618287,,
60,0.139026113175,,
70,0.147814879127,,
70,0.13831684812,,
70,0.136503983007,,
70,0.145487162095,,
70,0.134544086689,,
70,0.137325029007,,
70,0.155337335358,,
80,0.145061786963,,
80,0.125085905572,,
70,0.145237672512,,
70,0.133371959093,,
80,0.129954122239,,
80,0.137468828451,,
80,0.138765057904,,
80,0.131958552622,,
80,0.153600261785,,
90,0.144600472345,,
90,0.125218505701,,
80,0.140227466692,,
80,0.120663206712,,
90,0.121893605705,,
90,0.130790110895,,
90,0.124574465714,,
100,0.141775346127,,
90,0.132439308389,,
90,0.144237423134,,
100,0.121066345249,,
90,0.138703698082,,
90,0.121604090723,,
100,0.11294228916,,
100,0.121091008741,,
110,0.141368322822,,
100,0.120414719131,,
100,0.125001874255,,
100,0.135577745455,,
110,0.116213887211,,
100,0.137155816317,,
100,0.11260376208,,
110,0.109022540861,,
110,0.114684115986,,
120,0.131653850136,,
110,0.119847017807,,
110,0.12458520611,,
110,0.132261893269,,
120,0.113487922727,,
110,0.135144789756,,
110,0.113167008174,,
120,0.102132193454,,
120,0.112872009202,,
130,0.127645031041,,
120,0.113361704847,,
120,0.120052493078,,
120,0.12308472076,,
130,0.111671859685,,
120,0.130457658171,,
130,0.104239224147,,
120,0.110170907458,,
130,0.110988821574,,
140,0.120822474839,,
130,0.110883861287,,
130,0.121495619538,,
130,0.116847386389,,
130,0.129038144858,,
140,0.109972077283,,
140,0.101032201296,,
150,0.114322280898,,
130,0.111656043605,,
140,0.110470575398,,
140,0.111547635878,,
140,0.117128745051,,
140,0.115120090051,,
150,0.105988146094,,
140,0.12480460178,,
160,0.109162070291,,
150,0.102036295241,,
140,0.114756489453,,
150,0.108076033317,,
150,0.109169647129,,
150,0.113203526167,,
160,0.103553156028,,
150,0.113213357632,,
150,0.118007514293,,
170,0.111600598209,,
150,0.11242216612,,
160,0.104755060392,,
160,0.1074287854,,
160,0.106267296718,,
160,0.113935227297,,
170,0.104124963574,,
160,0.107932482366,,
160,0.118464020414,,
180,0.109608206031,,
170,0.103261796719,,
160,0.110373749928,,
170,0.105957762518,,
170,0.103042400185,,
170,0.111441363834,,
180,0.105041062832,,
170,0.109138928399,,
190,0.107063940091,,
180,0.100318026643,,
170,0.116334514007,,
170,0.107933688664,,
180,0.103790382213,,
180,0.102711474318,,
190,0.10210404559,,
180,0.108092795853,,
180,0.11135167018,,
200,0.104217561464,,
180,0.113264287056,,
190,0.0967046566073,,
180,0.106636593152,,
190,0.10307262993,,
200,0.102395253752,,
190,0.100559076491,,
190,0.10858093045,,
190,0.104281038701,,
210,0.101065528022,,
190,0.113575681748,,
200,0.0980122546412,,
190,0.102076816081,,
210,0.0994816286421,,
200,0.10207330895,,
200,0.100473259509,,
200,0.103013147935,,
200,0.105203489855,,
220,0.101661975352,,
200,0.107680306321,,
210,0.0972413435976,,
220,0.0976719719356,,
200,0.103275504074,,
210,0.100368691204,,
210,0.102858295266,,
210,0.105183406131,,
210,0.100986908068,,
210,0.106980035882,,
230,0.100045031578,,
220,0.0979551546811,,
210,0.100853481821,,
230,0.0983632086888,,
220,0.0967218043261,,
220,0.102886065586,,
220,0.0984061019073,,
220,0.103906302528,,
220,0.105916056509,,
240,0.0985500351058,,
220,0.0983678657257,,
230,0.092061250947,,
240,0.0965938795251,,
230,0.0971310364974,,
230,0.100879442136,,
230,0.0925417876472,,
230,0.101034653975,,
230,0.107740238562,,
250,0.0982365059203,,
230,0.0969060807493,,
250,0.0930457201867,,
240,0.0964034500094,,
240,0.0901710421266,,
240,0.100022267942,,
240,0.0907488605061,,
240,0.0978819529071,,
240,0.107280528829,,
260,0.0966929420043,,
250,0.0971904925005,,
260,0.0922912408556,,
240,0.0946599201154,,
250,0.0939884408333,,
250,0.097112396258,,
250,0.0910561902647,,
250,0.0963153299763,,
250,0.103990341733,,
270,0.0935153675186,,
260,0.0971135982037,,
250,0.0934759184528,,
270,0.0894465379729,,
260,0.0937286280048,,
260,0.0891128224596,,
260,0.096743363649,,
260,0.101146715226,,
260,0.100581422754,,
280,0.0927372590989,,
260,0.0918653583965,,
270,0.08824218894,,
270,0.0966124196523,,
280,0.0884941591582,,
270,0.0945266934448,,
270,0.0956515570675,,
270,0.0984765505166,,
270,0.101956192574,,
290,0.0907448967184,,
280,0.0852887165682,,
270,0.0891585596261,,
280,0.0943767430545,,
280,0.0936012143981,,
290,0.0866612312539,,
280,0.0954269159888,,
280,0.0968261943075,,
280,0.100838975405,,
290,0.0847073429723,,
300,0.0905709277028,,
280,0.0862343723524,,
290,0.0917117560237,,
290,0.0940465881577,,
300,0.0841325696169,,
290,0.0946224971148,,
300,0.0849504543016,,
290,0.0953201872423,,
290,0.0995520298359,,
310,0.0910915076223,,
290,0.0839147513325,,
310,0.0816542911143,,
300,0.0906760748324,,
300,0.0920997762711,,
300,0.0937996892948,,
300,0.0952112165223,,
300,0.0992564111092,,
310,0.0825301220005,,
320,0.0896767105349,,
300,0.0821561331048,,
320,0.0810171199211,,
310,0.0890064387189,,
310,0.0938745025779,,
310,0.0925041868353,,
310,0.0908139744089,,
310,0.0997248978192,,
320,0.0826029889598,,
330,0.0911849304549,,
310,0.08066262573,,
330,0.0805803990045,,
320,0.0934867432021,,
320,0.0929453025582,,
320,0.0879659659975,,
320,0.0971421640949,,
320,0.0886080418862,,
330,0.0810116791131,,
340,0.0914478526061,,
340,0.0791151005306,,
320,0.0830313716509,,
330,0.0905727733334,,
330,0.0902504416314,,
350,0.0921631144968,,
330,0.0961485967905,,
330,0.0883795327032,,
330,0.0901286399481,,
340,0.0793141704355,,
350,0.0777259503588,,
330,0.0816186153471,,
360,0.0911206628591,,
340,0.0898132694693,,
340,0.0950000950313,,
340,0.0878326864928,,
340,0.0876128549628,,
340,0.090068771652,,
350,0.0810461369104,,
360,0.0776420083812,,
340,0.0801146571793,,
370,0.0911543521202,,
350,0.0941639747024,,
350,0.0881738584032,,
350,0.0867666439681,,
350,0.0859387482835,,
350,0.0880708370911,,
370,0.0783192991794,,
360,0.0815177114767,,
350,0.0790991650148,,
360,0.0935612523106,,
380,0.0894666258702,,
360,0.0855114986754,,
360,0.0867519214034,,
360,0.0849221250481,,
360,0.0865696700521,,
380,0.076125457881,,
360,0.0783161438183,,
370,0.0797100522161,,
370,0.0933928780968,,
370,0.0838475572955,,
390,0.0881610406649,,
370,0.0855342815233,,
370,0.0834430482053,,
370,0.079427966277,,
370,0.0861304706447,,
390,0.0751038230979,,
380,0.0781353505444,,
380,0.0942673716714,,
380,0.0821340052457,,
400,0.0870725521905,,
380,0.0793488112814,,
380,0.0859797740475,,
380,0.0823276132277,,
380,0.0835867808327,,
400,0.075846941831,,
390,0.0787321882025,,
410,0.0856797014365,,
390,0.0932159788704,,
390,0.0806973843704,,
390,0.0780750476368,,
390,0.085110001752,,
390,0.0809719925867,,
390,0.0856488622016,,
420,0.0835385259149,,
410,0.0778460363805,,
400,0.0778171922664,,
400,0.0766340153152,,
400,0.0925710735149,,
400,0.0792952411267,,
400,0.0831460257296,,
430,0.082491718228,,
400,0.0808420336291,,
410,0.0769302022076,,
400,0.0821308931252,,
410,0.0753809010819,,
420,0.0777411347078,,
410,0.0925898548866,,
440,0.0825239602809,,
410,0.0776971160531,,
420,0.0757764283551,,
410,0.0814432500132,,
410,0.0806866522602,,
420,0.0741215825658,,
450,0.0802735423979,,
410,0.0815851749825,,
430,0.0770534815093,,
420,0.0768668632528,,
430,0.0757694547732,,
420,0.0803284412688,,
420,0.0912196887892,,
460,0.0785199321665,,
430,0.0739319717391,,
420,0.0825707722181,,
420,0.081195182982,,
440,0.0753355477024,,
440,0.075803269364,,
470,0.0776981328981,,
430,0.0760815270015,,
440,0.0733824270491,,
430,0.0798694761431,,
430,0.0821830330277,,
430,0.0908507743198,,
480,0.0757474215607,,
450,0.0735084299488,,
450,0.0749480459865,,
450,0.0749444212311,,
440,0.0730838092078,,
430,0.0808393447063,,
440,0.0778672665835,,
440,0.0807353523426,,
440,0.0891092700049,,
490,0.0749177687625,,
460,0.0743618197619,,
460,0.072299470637,,
450,0.0720567641706,,
460,0.0754742459231,,
440,0.0792085188194,,
450,0.0798942046182,,
450,0.0769030297703,,
450,0.0874525984373,,
470,0.0721912186499,,
460,0.0710328250536,,
470,0.0720400050529,,
470,0.07489172328,,
460,0.0783596406331,,
450,0.0782095462361,,
480,0.0716622383492,,
460,0.0862335381458,,
470,0.0701090521702,,
460,0.0764099673645,,
480,0.0752343271406,,
480,0.069585820148,,
470,0.0768966040103,,
490,0.0718166523456,,
480,0.0688019305966,,
460,0.0769742189698,,
470,0.0857018984044,,
480,0.075486647168,,
470,0.0764714319028,,
490,0.0746689880805,,
490,0.069324483234,,
490,0.0674799102624,,
470,0.0755251400778,,
490,0.0757258453639,,
480,0.0845574495166,,
480,0.0750707412242,,
480,0.0757743726763,,
490,0.0844102201799,,
490,0.0772463370127,,
490,0.0746274253813,,
